Time,id,name,status_code,power_w,rated_v,real_v,current_a
00:00,f1_dev_1,1F 冰箱(EP),1,190.0,110,109.7,1.73
00:00,f1_dev_2,1F 抽水馬達(EP),0,0.0,220,219.5,0.0
00:00,f1_dev_3,1F 照明 1(EP),1,6.4,110,109.7,0.06
00:00,f1_dev_4,1F 照明 2(EP),1,6.4,110,109.7,0.06
00:00,f1_dev_5,1F WiFi(EP),1,200.0,110,109.7,1.82
00:00,f1_dev_6,1F 電熱水器(EP),0,0.0,220,219.5,0.0
00:00,f1_dev_7,1F 廚房專插(EP),0,0.0,110,109.8,0.0
00:00,f1_dev_8,1F 冷氣(L1),1,88.9,220,219.3,0.41
00:00,f1_dev_9,1F 照明 1(L1),1,7.7,110,109.7,0.07
00:00,f1_dev_10,1F 照明 2(L1),1,7.7,110,109.7,0.07
00:00,f1_dev_11,1F 電磁爐(L1),0,0.0,220,219.4,0.0
00:00,f1_dev_12,1F 插座 1(L1),1,12.0,110,109.7,0.11
00:00,f1_dev_13,1F 插座 2(L1),1,12.0,110,109.7,0.11
00:00,f1_dev_14,1F 插座 3(L1),1,12.0,110,109.7,0.11
00:00,f1_dev_15,1F 插座 4(L1),1,12.0,110,109.7,0.11
00:00,f1_dev_16,1F 插座 5(L1),1,12.0,110,109.7,0.11
00:00,f1_dev_17,1F 插座 6(L1),1,12.0,110,109.7,0.11
00:15,f1_dev_1,1F 冰箱(EP),1,190.7,110,109.7,1.74
00:15,f1_dev_2,1F 抽水馬達(EP),0,0.0,220,219.5,0.0
00:15,f1_dev_3,1F 照明 1(EP),1,6.4,110,109.7,0.06
00:15,f1_dev_4,1F 照明 2(EP),1,6.4,110,109.7,0.06
00:15,f1_dev_5,1F WiFi(EP),1,200.0,110,109.7,1.82
00:15,f1_dev_6,1F 電熱水器(EP),0,0.0,220,219.5,0.0
00:15,f1_dev_7,1F 廚房專插(EP),0,0.0,110,109.7,0.0
00:15,f1_dev_8,1F 冷氣(L1),1,81.8,220,219.3,0.37
00:15,f1_dev_9,1F 照明 1(L1),1,7.7,110,109.7,0.07
00:15,f1_dev_10,1F 照明 2(L1),1,7.7,110,109.7,0.07
00:15,f1_dev_11,1F 電磁爐(L1),0,0.0,220,219.4,0.0
00:15,f1_dev_12,1F 插座 1(L1),1,12.0,110,109.7,0.11
00:15,f1_dev_13,1F 插座 2(L1),1,12.0,110,109.7,0.11
00:15,f1_dev_14,1F 插座 3(L1),1,12.0,110,109.7,0.11
00:15,f1_dev_15,1F 插座 4(L1),1,12.0,110,109.7,0.11
00:15,f1_dev_16,1F 插座 5(L1),1,12.0,110,109.7,0.11
00:15,f1_dev_17,1F 插座 6(L1),1,12.0,110,109.7,0.11
00:30,f1_dev_1,1F 冰箱(EP),1,191.3,110,109.7,1.74
00:30,f1_dev_2,1F 抽水馬達(EP),0,0.0,220,219.5,0.0
00:30,f1_dev_3,1F 照明 1(EP),1,6.4,110,109.7,0.06
00:30,f1_dev_4,1F 照明 2(EP),1,6.4,110,109.7,0.06
00:30,f1_dev_5,1F WiFi(EP),1,200.0,110,109.7,1.82
00:30,f1_dev_6,1F 電熱水器(EP),0,0.0,220,219.5,0.0
00:30,f1_dev_7,1F 廚房專插(EP),0,0.0,110,109.7,0.0
00:30,f1_dev_8,1F 冷氣(L1),1,72.9,220,219.4,0.33
00:30,f1_dev_9,1F 照明 1(L1),1,7.7,110,109.7,0.07
00:30,f1_dev_10,1F 照明 2(L1),1,7.7,110,109.7,0.07
00:30,f1_dev_11,1F 電磁爐(L1),0,0.0,220,219.4,0.0
00:30,f1_dev_12,1F 插座 1(L1),1,12.0,110,109.7,0.11
00:30,f1_dev_13,1F 插座 2(L1),1,12.0,110,109.7,0.11
00:30,f1_dev_14,1F 插座 3(L1),1,12.0,110,109.7,0.11
00:30,f1_dev_15,1F 插座 4(L1),1,12.0,110,109.7,0.11
00:30,f1_dev_16,1F 插座 5(L1),1,12.0,110,109.7,0.11
00:30,f1_dev_17,1F 插座 6(L1),1,12.0,110,109.7,0.11
00:45,f1_dev_1,1F 冰箱(EP),1,192.0,110,109.7,1.75
00:45,f1_dev_2,1F 抽水馬達(EP),0,0.0,220,219.5,0.0
00:45,f1_dev_3,1F 照明 1(EP),1,6.4,110,109.7,0.06
00:45,f1_dev_4,1F 照明 2(EP),1,6.4,110,109.7,0.06
00:45,f1_dev_5,1F WiFi(EP),1,200.0,110,109.7,1.82
00:45,f1_dev_6,1F 電熱水器(EP),0,0.0,220,219.5,0.0
00:45,f1_dev_7,1F 廚房專插(EP),0,0.0,110,109.7,0.0
00:45,f1_dev_8,1F 冷氣(L1),1,63.0,220,219.4,0.29
00:45,f1_dev_9,1F 照明 1(L1),1,7.7,110,109.7,0.07
00:45,f1_dev_10,1F 照明 2(L1),1,7.7,110,109.7,0.07
00:45,f1_dev_11,1F 電磁爐(L1),0,0.0,220,219.4,0.0
00:45,f1_dev_12,1F 插座 1(L1),1,12.0,110,109.7,0.11
00:45,f1_dev_13,1F 插座 2(L1),1,12.0,110,109.7,0.11
00:45,f1_dev_14,1F 插座 3(L1),1,12.0,110,109.7,0.11
00:45,f1_dev_15,1F 插座 4(L1),1,12.0,110,109.7,0.11
00:45,f1_dev_16,1F 插座 5(L1),1,12.0,110,109.7,0.11
00:45,f1_dev_17,1F 插座 6(L1),1,12.0,110,109.7,0.11
01:00,f1_dev_1,1F 冰箱(EP),1,192.6,110,109.7,1.76
01:00,f1_dev_2,1F 抽水馬達(EP),0,0.0,220,219.5,0.0
01:00,f1_dev_3,1F 照明 1(EP),1,6.4,110,109.7,0.06
01:00,f1_dev_4,1F 照明 2(EP),1,6.4,110,109.7,0.06
01:00,f1_dev_5,1F WiFi(EP),1,200.0,110,109.7,1.82
01:00,f1_dev_6,1F 電熱水器(EP),0,0.0,220,219.5,0.0
01:00,f1_dev_7,1F 廚房專插(EP),0,0.0,110,109.7,0.0
01:00,f1_dev_8,1F 冷氣(L1),1,53.0,220,219.4,0.24
01:00,f1_dev_9,1F 照明 1(L1),1,7.7,110,109.7,0.07
01:00,f1_dev_10,1F 照明 2(L1),1,7.7,110,109.7,0.07
01:00,f1_dev_11,1F 電磁爐(L1),0,0.0,220,219.4,0.0
01:00,f1_dev_12,1F 插座 1(L1),1,12.0,110,109.7,0.11
01:00,f1_dev_13,1F 插座 2(L1),1,12.0,110,109.7,0.11
01:00,f1_dev_14,1F 插座 3(L1),1,12.0,110,109.7,0.11
01:00,f1_dev_15,1F 插座 4(L1),1,12.0,110,109.7,0.11
01:00,f1_dev_16,1F 插座 5(L1),1,12.0,110,109.7,0.11
01:00,f1_dev_17,1F 插座 6(L1),1,12.0,110,109.7,0.11
01:15,f1_dev_1,1F 冰箱(EP),1,193.2,110,109.7,1.76
01:15,f1_dev_2,1F 抽水馬達(EP),0,0.0,220,219.4,0.0
01:15,f1_dev_3,1F 照明 1(EP),1,6.4,110,109.7,0.06
01:15,f1_dev_4,1F 照明 2(EP),1,6.4,110,109.7,0.06
01:15,f1_dev_5,1F WiFi(EP),1,200.0,110,109.7,1.82
01:15,f1_dev_6,1F 電熱水器(EP),0,0.0,220,219.4,0.0
01:15,f1_dev_7,1F 廚房專插(EP),0,0.0,110,109.7,0.0
01:15,f1_dev_8,1F 冷氣(L1),1,43.5,220,219.4,0.2
01:15,f1_dev_9,1F 照明 1(L1),1,7.7,110,109.7,0.07
01:15,f1_dev_10,1F 照明 2(L1),1,7.7,110,109.7,0.07
01:15,f1_dev_11,1F 電磁爐(L1),0,0.0,220,219.4,0.0
01:15,f1_dev_12,1F 插座 1(L1),1,12.0,110,109.7,0.11
01:15,f1_dev_13,1F 插座 2(L1),1,12.0,110,109.7,0.11
01:15,f1_dev_14,1F 插座 3(L1),1,12.0,110,109.7,0.11
01:15,f1_dev_15,1F 插座 4(L1),1,12.0,110,109.7,0.11
01:15,f1_dev_16,1F 插座 5(L1),1,12.0,110,109.7,0.11
01:15,f1_dev_17,1F 插座 6(L1),1,12.0,110,109.7,0.11
01:30,f1_dev_1,1F 冰箱(EP),1,193.8,110,109.6,1.77
01:30,f1_dev_2,1F 抽水馬達(EP),0,0.0,220,219.4,0.0
01:30,f1_dev_3,1F 照明 1(EP),1,6.4,110,109.7,0.06
01:30,f1_dev_4,1F 照明 2(EP),1,6.4,110,109.7,0.06
01:30,f1_dev_5,1F WiFi(EP),1,200.0,110,109.7,1.82
01:30,f1_dev_6,1F 電熱水器(EP),0,0.0,220,219.4,0.0
01:30,f1_dev_7,1F 廚房專插(EP),0,0.0,110,109.7,0.0
01:30,f1_dev_8,1F 冷氣(L1),1,35.1,220,219.4,0.16
01:30,f1_dev_9,1F 照明 1(L1),1,7.7,110,109.7,0.07
01:30,f1_dev_10,1F 照明 2(L1),1,7.7,110,109.7,0.07
01:30,f1_dev_11,1F 電磁爐(L1),0,0.0,220,219.4,0.0
01:30,f1_dev_12,1F 插座 1(L1),1,12.0,110,109.7,0.11
01:30,f1_dev_13,1F 插座 2(L1),1,12.0,110,109.7,0.11
01:30,f1_dev_14,1F 插座 3(L1),1,12.0,110,109.7,0.11
01:30,f1_dev_15,1F 插座 4(L1),1,12.0,110,109.7,0.11
01:30,f1_dev_16,1F 插座 5(L1),1,12.0,110,109.7,0.11
01:30,f1_dev_17,1F 插座 6(L1),1,12.0,110,109.7,0.11
01:45,f1_dev_1,1F 冰箱(EP),1,194.4,110,109.6,1.77
01:45,f1_dev_2,1F 抽水馬達(EP),0,0.0,220,219.4,0.0
01:45,f1_dev_3,1F 照明 1(EP),1,6.4,110,109.7,0.06
01:45,f1_dev_4,1F 照明 2(EP),1,6.4,110,109.7,0.06
01:45,f1_dev_5,1F WiFi(EP),1,200.0,110,109.7,1.82
01:45,f1_dev_6,1F 電熱水器(EP),0,0.0,220,219.4,0.0
01:45,f1_dev_7,1F 廚房專插(EP),0,0.0,110,109.7,0.0
01:45,f1_dev_8,1F 冷氣(L1),1,27.9,220,219.4,0.13
01:45,f1_dev_9,1F 照明 1(L1),1,7.7,110,109.7,0.07
01:45,f1_dev_10,1F 照明 2(L1),1,7.7,110,109.7,0.07
01:45,f1_dev_11,1F 電磁爐(L1),0,0.0,220,219.4,0.0
01:45,f1_dev_12,1F 插座 1(L1),1,12.0,110,109.7,0.11
01:45,f1_dev_13,1F 插座 2(L1),1,12.0,110,109.7,0.11
01:45,f1_dev_14,1F 插座 3(L1),1,12.0,110,109.7,0.11
01:45,f1_dev_15,1F 插座 4(L1),1,12.0,110,109.7,0.11
01:45,f1_dev_16,1F 插座 5(L1),1,12.0,110,109.7,0.11
01:45,f1_dev_17,1F 插座 6(L1),1,12.0,110,109.7,0.11
02:00,f1_dev_1,1F 冰箱(EP),1,195.0,110,109.6,1.78
02:00,f1_dev_2,1F 抽水馬達(EP),0,0.0,220,219.4,0.0
02:00,f1_dev_3,1F 照明 1(EP),1,6.4,110,109.7,0.06
02:00,f1_dev_4,1F 照明 2(EP),1,6.4,110,109.7,0.06
02:00,f1_dev_5,1F WiFi(EP),1,200.0,110,109.7,1.82
02:00,f1_dev_6,1F 電熱水器(EP),0,0.0,220,219.4,0.0
02:00,f1_dev_7,1F 廚房專插(EP),0,0.0,110,109.7,0.0
02:00,f1_dev_8,1F 冷氣(L1),1,22.2,220,219.4,0.1
02:00,f1_dev_9,1F 照明 1(L1),1,7.7,110,109.7,0.07
02:00,f1_dev_10,1F 照明 2(L1),1,7.7,110,109.7,0.07
02:00,f1_dev_11,1F 電磁爐(L1),0,0.0,220,219.4,0.0
02:00,f1_dev_12,1F 插座 1(L1),1,12.0,110,109.7,0.11
02:00,f1_dev_13,1F 插座 2(L1),1,12.0,110,109.7,0.11
02:00,f1_dev_14,1F 插座 3(L1),1,12.0,110,109.7,0.11
02:00,f1_dev_15,1F 插座 4(L1),1,12.0,110,109.7,0.11
02:00,f1_dev_16,1F 插座 5(L1),1,12.0,110,109.7,0.11
02:00,f1_dev_17,1F 插座 6(L1),1,12.0,110,109.7,0.11
02:15,f1_dev_1,1F 冰箱(EP),1,195.6,110,109.6,1.78
02:15,f1_dev_2,1F 抽水馬達(EP),0,0.0,220,219.4,0.0
02:15,f1_dev_3,1F 照明 1(EP),1,6.4,110,109.7,0.06
02:15,f1_dev_4,1F 照明 2(EP),1,6.4,110,109.7,0.06
02:15,f1_dev_5,1F WiFi(EP),1,200.0,110,109.7,1.82
02:15,f1_dev_6,1F 電熱水器(EP),0,0.0,220,219.4,0.0
02:15,f1_dev_7,1F 廚房專插(EP),0,0.0,110,109.7,0.0
02:15,f1_dev_8,1F 冷氣(L1),1,17.9,220,219.4,0.08
02:15,f1_dev_9,1F 照明 1(L1),1,7.7,110,109.7,0.07
02:15,f1_dev_10,1F 照明 2(L1),1,7.7,110,109.7,0.07
02:15,f1_dev_11,1F 電磁爐(L1),0,0.0,220,219.4,0.0
02:15,f1_dev_12,1F 插座 1(L1),1,12.0,110,109.7,0.11
02:15,f1_dev_13,1F 插座 2(L1),1,12.0,110,109.7,0.11
02:15,f1_dev_14,1F 插座 3(L1),1,12.0,110,109.7,0.11
02:15,f1_dev_15,1F 插座 4(L1),1,12.0,110,109.7,0.11
02:15,f1_dev_16,1F 插座 5(L1),1,12.0,110,109.7,0.11
02:15,f1_dev_17,1F 插座 6(L1),1,12.0,110,109.7,0.11
02:30,f1_dev_1,1F 冰箱(EP),1,196.1,110,109.6,1.79
02:30,f1_dev_2,1F 抽水馬達(EP),0,0.0,220,219.4,0.0
02:30,f1_dev_3,1F 照明 1(EP),1,6.4,110,109.7,0.06
02:30,f1_dev_4,1F 照明 2(EP),1,6.4,110,109.7,0.06
02:30,f1_dev_5,1F WiFi(EP),1,200.0,110,109.7,1.82
02:30,f1_dev_6,1F 電熱水器(EP),0,0.0,220,219.4,0.0
02:30,f1_dev_7,1F 廚房專插(EP),0,0.0,110,109.7,0.0
02:30,f1_dev_8,1F 冷氣(L1),1,14.7,220,219.4,0.07
02:30,f1_dev_9,1F 照明 1(L1),1,7.7,110,109.7,0.07
02:30,f1_dev_10,1F 照明 2(L1),1,7.7,110,109.7,0.07
02:30,f1_dev_11,1F 電磁爐(L1),0,0.0,220,219.4,0.0
02:30,f1_dev_12,1F 插座 1(L1),1,12.0,110,109.7,0.11
02:30,f1_dev_13,1F 插座 2(L1),1,12.0,110,109.7,0.11
02:30,f1_dev_14,1F 插座 3(L1),1,12.0,110,109.7,0.11
02:30,f1_dev_15,1F 插座 4(L1),1,12.0,110,109.7,0.11
02:30,f1_dev_16,1F 插座 5(L1),1,12.0,110,109.7,0.11
02:30,f1_dev_17,1F 插座 6(L1),1,12.0,110,109.7,0.11
02:45,f1_dev_1,1F 冰箱(EP),1,196.6,110,109.6,1.79
02:45,f1_dev_2,1F 抽水馬達(EP),0,0.0,220,219.4,0.0
02:45,f1_dev_3,1F 照明 1(EP),1,6.4,110,109.7,0.06
02:45,f1_dev_4,1F 照明 2(EP),1,6.4,110,109.7,0.06
02:45,f1_dev_5,1F WiFi(EP),1,200.0,110,109.7,1.82
02:45,f1_dev_6,1F 電熱水器(EP),0,0.0,220,219.4,0.0
02:45,f1_dev_7,1F 廚房專插(EP),0,0.0,110,109.7,0.0
02:45,f1_dev_8,1F 冷氣(L1),1,12.4,220,219.4,0.06
02:45,f1_dev_9,1F 照明 1(L1),1,7.7,110,109.7,0.07
02:45,f1_dev_10,1F 照明 2(L1),1,7.7,110,109.7,0.07
02:45,f1_dev_11,1F 電磁爐(L1),0,0.0,220,219.4,0.0
02:45,f1_dev_12,1F 插座 1(L1),1,12.0,110,109.7,0.11
02:45,f1_dev_13,1F 插座 2(L1),1,12.0,110,109.7,0.11
02:45,f1_dev_14,1F 插座 3(L1),1,12.0,110,109.7,0.11
02:45,f1_dev_15,1F 插座 4(L1),1,12.0,110,109.7,0.11
02:45,f1_dev_16,1F 插座 5(L1),1,12.0,110,109.7,0.11
02:45,f1_dev_17,1F 插座 6(L1),1,12.0,110,109.7,0.11
03:00,f1_dev_1,1F 冰箱(EP),1,197.1,110,109.6,1.8
03:00,f1_dev_2,1F 抽水馬達(EP),0,0.0,220,219.4,0.0
03:00,f1_dev_3,1F 照明 1(EP),1,6.4,110,109.7,0.06
03:00,f1_dev_4,1F 照明 2(EP),1,6.4,110,109.7,0.06
03:00,f1_dev_5,1F WiFi(EP),1,200.0,110,109.7,1.82
03:00,f1_dev_6,1F 電熱水器(EP),0,0.0,220,219.4,0.0
03:00,f1_dev_7,1F 廚房專插(EP),0,0.0,110,109.7,0.0
03:00,f1_dev_8,1F 冷氣(L1),1,10.9,220,219.4,0.05
03:00,f1_dev_9,1F 照明 1(L1),1,7.7,110,109.7,0.07
03:00,f1_dev_10,1F 照明 2(L1),1,7.7,110,109.7,0.07
03:00,f1_dev_11,1F 電磁爐(L1),0,0.0,220,219.4,0.0
03:00,f1_dev_12,1F 插座 1(L1),1,12.0,110,109.7,0.11
03:00,f1_dev_13,1F 插座 2(L1),1,12.0,110,109.7,0.11
