iteration,inertia,gbest_fitness,iteration_best_fitness,mean_fitness,std_fitness,swarm_diversity
96,0.8048096192,138.5719122449,138.5719122449,139.9179250190,0.7117110395,6.7553457136
97,0.8038076152,138.5719122449,138.7123268480,139.7312836843,0.7184608112,6.2406298941
98,0.8028056112,138.5719122449,138.7426832666,139.8189271582,0.6299035361,6.3607048727
99,0.8018036072,138.5719122449,138.6998020784,139.7636125457,0.6966793832,6.6285436386
100,0.8008016032,138.5513762319,138.5513762319,139.7381483263,0.6663029054,6.6230313959
101,0.7997995992,138.5513762319,138.7300387166,139.7488281216,0.6210678985,6.0100764327
102,0.7987975952,138.5513762319,138.6192779415,139.7268718516,0.6828064894,6.4038452255
103,0.7977955912,138.5513762319,138.6865445231,139.8119516148,0.6815541214,6.6624218737
104,0.7967935872,138.5513762319,138.6898823258,139.6760413644,0.6010977463,6.5049042432
105,0.7957915832,138.5513762319,138.6582895669,139.6383590905,0.4839383613,6.4519611681
106,0.7947895792,138.5513762319,138.7290284612,139.6789925741,0.6434845152,6.2041959979
107,0.7937875752,138.5513762319,138.5886354339,139.6576809551,0.5880660583,6.3241918650
108,0.7927855711,138.5513762319,138.6133709290,139.6438553751,0.5713564348,6.2496304058
109,0.7917835671,138.5513762319,138.5518930466,139.6243516553,0.6143562667,6.1332965581
110,0.7907815631,138.5513762319,138.6578292339,139.5221605944,0.4530764800,5.8131120880
111,0.7897795591,138.5513762319,138.5859937758,139.5151750109,0.5276370788,5.9980544935
112,0.7887775551,138.5480954134,138.5480954134,139.3895435383,0.5224258197,5.8014938372
113,0.7877755511,138.5480954134,138.5487637302,139.3315667924,0.5809036306,5.8951613190
114,0.7867735471,138.5161654262,138.5161654262,139.3564059712,0.5821596735,6.9399262708
115,0.7857715431,138.4091142943,138.4091142943,139.6012496254,0.8209120946,6.7235467518
116,0.7847695391,138.3784630483,138.3784630483,139.4813330701,0.6746023565,6.2929847637
117,0.7837675351,138.3784630483,138.4133721149,139.4435289892,0.6572007913,5.8754041815
118,0.7827655311,138.3784630483,138.4327360570,139.4023598562,0.6254956760,5.8481453674
119,0.7817635271,138.3784630483,138.4112634423,139.3169088987,0.7099717159,6.0671382487
120,0.7807615230,138.3784630483,138.5452667100,139.4342321041,0.6258844123,5.9766200424
121,0.7797595190,138.3784630483,138.5177647886,139.3697373399,0.5932827490,5.6843184234
122,0.7787575150,138.3784630483,138.4232852616,139.1965311248,0.6270392060,5.7379216315
123,0.7777555110,138.3784630483,138.3972428003,139.2020391353,0.6216997552,5.2944405626
124,0.7767535070,138.3784630483,138.4065853308,139.2656427457,0.6309459744,5.3471526766
125,0.7757515030,138.3784630483,138.4063267739,139.2161463835,0.7168566715,5.3054985003
126,0.7747494990,138.3784630483,138.3785617261,139.2449070091,0.6832333010,5.2184510121
127,0.7737474950,138.3784630483,138.3788139029,139.1434599825,0.6529720095,5.2908466870
128,0.7727454910,138.3766947954,138.3766947954,139.0987794654,0.5847750237,4.9653246158
129,0.7717434870,138.3587489636,138.3587489636,139.1252595013,0.7019532832,4.5515275234
130,0.7707414830,138.3263382201,138.3263382201,139.0887450649,0.6225438238,4.9787100541
131,0.7697394790,138.3021395117,138.3021395117,139.1331883577,0.6322874249,5.3443432549
132,0.7687374749,138.3021395117,138.3219533611,139.1819276610,0.6218998294,5.7171604699
133,0.7677354709,138.2997620388,138.2997620388,139.5822856779,0.8814393597,5.3455229857
134,0.7667334669,138.2997620388,138.3082966502,139.4655567990,0.8658709914,5.1374277968
135,0.7657314629,138.2736800556,138.2736800556,139.2431483648,0.7444711504,5.1984599751
136,0.7647294589,138.2681528477,138.2681528477,139.2289249513,0.6390363430,4.8407948010
137,0.7637274549,138.2565510549,138.2565510549,139.2991707993,0.7819761750,5.0373807986
138,0.7627254509,138.2529289032,138.2529289032,139.4375611933,0.8571881277,5.3709292209
139,0.7617234469,138.2459430152,138.2459430152,139.3030487896,0.8683821759,5.0522357338
140,0.7607214429,138.2459430152,138.2460854432,139.1061082448,0.5396788938,5.1137678290
141,0.7597194389,138.2110335066,138.2110335066,139.0667799108,0.6672259641,5.0973924539
142,0.7587174349,138.2110335066,138.2265741042,139.0671551719,0.6230154411,5.2542130381
143,0.7577154309,138.1806730547,138.1806730547,139.1140800106,0.7714330169,5.4073315566
144,0.7567134269,138.1806730547,138.1940901006,139.0585971516,0.6778360858,5.0151438531
145,0.7557114228,138.1792725274,138.1792725274,138.9902216431,0.6773151960,4.7753546703
146,0.7547094188,138.1757494869,138.1757494869,138.8612098367,0.5922036509,4.8618594772
147,0.7537074148,138.1757494869,138.1775070808,138.8971371656,0.6524784323,4.7487706368
148,0.7527054108,138.1752296312,138.1752296312,138.8889737162,0.6206057161,4.7730620636
149,0.7517034068,138.1735260255,138.1735260255,138.8950634932,0.6616241747,4.6468738532
150,0.7507014028,138.1356958913,138.1356958913,138.7796852170,0.5776362616,5.0403136141
151,0.7496993988,138.1125097462,138.1125097462,138.8454674987,0.6498501234,4.7536783560
152,0.7486973948,138.1087955253,138.1087955253,138.8429473596,0.5787616491,4.5028105098
153,0.7476953908,138.1087955253,138.1566494151,138.8463735043,0.5299688163,4.7765644617
154,0.7466933868,138.1062817834,138.1062817834,138.8182970412,0.5754683119,4.5603162292
155,0.7456913828,138.1046010067,138.1046010067,138.7691626206,0.4877888290,4.2568007751
156,0.7446893788,138.1046010067,138.1059566340,138.7782064988,0.4698355815,4.5133155120
157,0.7436873747,138.1046010067,138.1712580368,138.7897291384,0.4850751275,4.6933575542
158,0.7426853707,138.1046010067,138.1088124608,138.8576289536,0.6126381730,4.9489031912
159,0.7416833667,138.1010308928,138.1010308928,138.7749367163,0.4953027931,4.7140834721
160,0.7406813627,138.1010308928,138.1176107910,138.7812435826,0.5179697550,4.6557208528
161,0.7396793587,138.1010308928,138.1200138544,138.7379994283,0.4325366100,4.2433664342
162,0.7386773547,138.0915789225,138.0915789225,138.7189925888,0.5319743858,4.4164953473
163,0.7376753507,138.0915789225,138.1052613425,138.7006169724,0.5451930116,4.3089628468
164,0.7366733467,138.0915789225,138.0947280417,138.6588301243,0.5030177780,4.0815256774
165,0.7356713427,138.0915789225,138.0941949926,138.6377767571,0.4880679135,4.2127819722
166,0.7346693387,138.0915789225,138.0954783103,138.5256571715,0.3461813920,3.9192040601
167,0.7336673347,138.0045994583,138.0045994583,138.5652088691,0.4316718055,4.4514515020
168,0.7326653307,138.0045994583,138.0370194642,138.5749312937,0.4089297719,4.1975858101
169,0.7316633267,137.9786685082,137.9786685082,138.6090127196,0.4184690237,4.1830877036
170,0.7306613226,137.9065602832,137.9065602832,138.4817173515,0.4501553555,4.3943578650
171,0.7296593186,137.8775289612,137.8775289612,138.4480720468,0.4431344440,4.6143706047
172,0.7286573146,137.8775289612,137.8991975788,138.4754680094,0.4369653706,4.7520489461
173,0.7276553106,137.8775289612,137.9083226525,138.4850050092,0.4872548551,4.6254636144
174,0.7266533066,137.8629974420,137.8629974420,138.4823885745,0.4412307086,4.5841647235
175,0.7256513026,137.8552521139,137.8552521139,138.5411411277,0.5242018548,4.4593005137
176,0.7246492986,137.8471726133,137.8471726133,138.4207285555,0.4441422578,4.4768394923
177,0.7236472946,137.8471726133,137.8856893553,138.4866328008,0.4764094251,4.2768528831
178,0.7226452906,137.8471726133,137.8495779302,138.4571105403,0.4019351485,4.3481998534
179,0.7216432866,137.8471726133,137.8671320333,138.3294027549,0.3446599678,3.8489247856
180,0.7206412826,137.8331846934,137.8331846934,138.3447095773,0.5060862571,3.8871039621
181,0.7196392786,137.8322677281,137.8322677281,138.2462375121,0.3339431043,3.7980373481
182,0.7186372745,137.8322677281,137.8350156876,138.2690062720,0.3271025083,3.8236865950
183,0.7176352705,137.8310167280,137.8310167280,138.2583906887,0.3804097539,3.5653333867
184,0.7166332665,137.8310167280,137.8390579763,138.4086648130,0.5110956219,3.6033425414
185,0.7156312625,137.8310167280,137.8447685054,138.3804415706,0.5775218851,3.6145290165
186,0.7146292585,137.8310167280,137.8374137840,138.3156214429,0.4430852309,3.4382477379
187,0.7136272545,137.8310167280,137.8332730249,138.2021557353,0.3411587343,3.4137370237
188,0.7126252505,137.8310167280,137.8361108111,138.2740019997,0.3752610514,3.3414250193
189,0.7116232465,137.8211336048,137.8211336048,138.2996523529,0.4930203408,3.2842483438
190,0.7106212425,137.8211336048,137.8348214084,138.2562392748,0.4417243734,3.3767961464
191,0.7096192385,137.8181993789,137.8181993789,138.2444772503,0.4456726131,3.2411297148
192,0.7086172345,137.8181993789,137.8445869697,138.2928696845,0.4334324934,3.3600467095
193,0.7076152305,137.8125869667,137.8125869667,138.2626921317,0.4157224079,3.4836104763
194,0.7066132265,137.8125869667,137.8169553940,138.2003568640,0.3834169354,3.2701736614
195,0.7056112224,137.8125869667,137.8164671647,138.1553914997,0.3414569416,3.1357224910
196,0.7046092184,137.8125869667,137.8177752443,138.1824546871,0.4178227102,3.1601040633
197,0.7036072144,137.7987452495,137.7987452495,138.1598248680,0.4246338868,3.1988255015
198,0.7026052104,137.7987452495,137.8002943127,138.0692065554,0.2677884879,3.1025335734
199,0.7016032064,137.7987452495,137.7999462005,138.0822133791,0.3116808780,2.7660068192
200,0.7006012024,137.7980701624,137.7980701624,138.0730337860,0.3648074168,2.7982643261
201,0.6995991984,137.7979471987,137.7979471987,138.0339383731,0.2993135747,2.7018466854
202,0.6985971944,137.7977468458,137.7977468458,137.9801418408,0.2856842431,2.7588605664
203,0.6975951904,137.7977468458,137.7978058434,137.9612710696,0.2379315567,2.6892303685
204,0.6965931864,137.7977468458,137.7980759430,137.9620734752,0.2290334193,2.5543077641
205,0.6955911824,137.7977468458,137.7977479062,137.9790043438,0.2901632731,2.4616946894
206,0.6945891784,137.7976182784,137.7976182784,137.9613004349,0.2180285165,2.6023461268
207,0.6935871743,137.7976148040,137.7976148040,137.9639637048,0.2322432827,2.5022890678
208,0.6925851703,137.7975651014,137.7975651014,138.0197374269,0.2604122998,2.4165076281
209,0.6915831663,137.7975185274,137.7975185274,137.9686789649,0.1816663932,2.8237537716
210,0.6905811623,137.7975185274,137.7982174928,138.0024441769,0.2647096794,2.6454947266
211,0.6895791583,137.7968625722,137.7968625722,137.9761424377,0.2801679715,2.4206006899
212,0.6885771543,137.7963780970,137.7963780970,138.0106537723,0.2425260910,2.5387515997
213,0.6875751503,137.7957205405,137.7957205405,138.0820645141,0.3262269292,2.7259533775
214,0.6865731463,137.7957205405,137.7958741627,138.0541007769,0.1984527424,2.7231787456
215,0.6855711423,137.7953953269,137.7953953269,137.9523734795,0.1966708573,2.5947077811
216,0.6845691383,137.7944045576,137.7944045576,137.9498737896,0.1957022356,2.9794464199
217,0.6835671343,137.7944045576,137.7949034613,137.9853808999,0.2102103858,2.6695788365
218,0.6825651303,137.7932409993,137.7932409993,137.9583273602,0.1665924768,2.7051218837
219,0.6815631263,137.7927086335,137.7927086335,137.9112774028,0.1385573819,2.8555081069
220,0.6805611222,137.7900806138,137.7900806138,137.9624489085,0.2219948912,2.9273258766
221,0.6795591182,137.7870320266,137.7870320266,137.9954515750,0.2250227048,2.7472286275
222,0.6785571142,137.7864262105,137.7864262105,138.0079111134,0.1725326607,2.6948535405
223,0.6775551102,137.7864262105,137.7918522023,138.1104998163,0.2867668333,2.6373751317
224,0.6765531062,137.7864262105,137.7949707427,138.0596134799,0.1771746701,2.8412503284
225,0.6755511022,137.7864262105,137.7866361190,137.9833502598,0.2370142325,2.6417698117
226,0.6745490982,137.7837919869,137.7837919869,137.9862328632,0.2906955716,2.5588380906
227,0.6735470942,137.7768387697,137.7768387697,138.0869450159,0.2962547394,2.6252262858
228,0.6725450902,137.7753261904,137.7753261904,138.0962391577,0.2952782525,2.5898472458
229,0.6715430862,137.7753261904,137.7850924872,138.0229625463,0.2215489600,2.5139134101
230,0.6705410822,137.7753261904,137.7755513410,137.9997715960,0.1906188994,2.5396657215
231,0.6695390782,137.7729288743,137.7729288743,138.0456297167,0.2090797307,2.3845657428
232,0.6685370741,137.7682776150,137.7682776150,138.0050547580,0.1902170134,2.4321652854
233,0.6675350701,137.7655228355,137.7655228355,138.0305106191,0.2333087019,2.5745664617
234,0.6665330661,137.7655228355,137.7733236799,138.1236404631,0.3366436634,2.5921997108
235,0.6655310621,137.7655228355,137.7783265990,138.1285100483,0.3138120430,2.6234928937
236,0.6645290581,137.7651614865,137.7651614865,138.1080559429,0.3315548726,2.6784800917
237,0.6635270541,137.7651614865,137.7698404881,138.1235315442,0.3017728384,2.3820147986
238,0.6625250501,137.7651614865,137.7786650621,138.0535623238,0.3002387692,2.4530292454
239,0.6615230461,137.7651614865,137.7689500219,138.0826650643,0.3283441797,2.5267850531
240,0.6605210421,137.7548757460,137.7548757460,138.0238579720,0.2633714080,2.5864484227
241,0.6595190381,137.7366900756,137.7366900756,138.0563955161,0.3055635482,2.6798082897
242,0.6585170341,137.7322094384,137.7322094384,137.9837318904,0.1974815848,2.2678859463
243,0.6575150301,137.6946926507,137.6946926507,137.9986957090,0.2616998008,2.6087218334
244,0.6565130261,137.6847926698,137.6847926698,138.0917374335,0.3637477717,2.6170941209
245,0.6555110220,137.6531233152,137.6531233152,137.9683460597,0.3071537324,2.7157467331
246,0.6545090180,137.6103466760,137.6103466760,137.9942517593,0.3326648031,2.8652555953
247,0.6535070140,137.6103466760,137.6151363109,137.9474109103,0.2538275098,2.9613741858
248,0.6525050100,137.5963786780,137.5963786780,137.9345315052,0.3161623647,2.9872631483
249,0.6515030060,137.5878444758,137.5878444758,137.9128519648,0.4039763236,3.0194597941
250,0.6505010020,137.5821527681,137.5821527681,137.8270592750,0.2076876620,2.8280055872
251,0.6494989980,137.5821527681,137.5827354558,137.7996878562,0.2355470008,2.5924840974
252,0.6484969940,137.5798848323,137.5798848323,137.7302147233,0.1335463078,2.3728017897
253,0.6474949900,137.5680518475,137.5680518475,137.7715895113,0.2098270760,2.3646188527
254,0.6464929860,137.5642976760,137.5642976760,137.7213424889,0.1560093264,2.3178160720
255,0.6454909820,137.5642976760,137.5644416039,137.7317362507,0.1504088319,2.0813290123
256,0.6444889780,137.5613001932,137.5613001932,137.7148633990,0.2338166507,1.9167371588
257,0.6434869739,137.5613001932,137.5655661368,137.6960350272,0.1588453290,1.8320228891
258,0.6424849699,137.5613001932,137.5624075280,137.7114705890,0.2465471766,1.7320283811
259,0.6414829659,137.5613001932,137.5624143121,137.6615341387,0.1482679905,1.6190978117
260,0.6404809619,137.5612781619,137.5612781619,137.6430663659,0.1206112133,1.3562547900
261,0.6394789579,137.5610295403,137.5610295403,137.6658455007,0.2124111659,1.3434799219
262,0.6384769539,137.5610295403,137.5616035083,137.6586744163,0.2003776976,1.3349782405
263,0.6374749499,137.5559136905,137.5559136905,137.6451149696,0.1806538193,1.5371416207
264,0.6364729459,137.5559136905,137.5559136905,137.6432143845,0.1085234328,1.4136622638
265,0.6354709419,137.5559136905,137.5577352532,137.6651044765,0.1515370181,1.4497238316
266,0.6344689379,137.5559136905,137.5566555155,137.6248084118,0.1320436968,1.5780641518
267,0.6334669339,137.5559136905,137.5559136905,137.6659894921,0.1797351404,1.5414668916
268,0.6324649299,137.5559136905,137.5561578839,137.6319699464,0.0886034208,1.3788987364
269,0.6314629259,137.5559136905,137.5559136905,137.6561187434,0.1762980881,1.3744828400
270,0.6304609218,137.5559136905,137.5564191677,137.6248544833,0.1153371277,1.3063855112
271,0.6294589178,137.5559136905,137.5559136905,137.6109844387,0.1044429994,1.3942473317
272,0.6284569138,137.5559136905,137.5559136905,137.6084476603,0.0736479466,1.1985753351
273,0.6274549098,137.5559136905,137.5559136905,137.5896177239,0.0470631246,1.1407429711
274,0.6264529058,137.5559136905,137.5559136905,137.5944597882,0.0626322155,1.1496329476
275,0.6254509018,137.5559136905,137.5559136905,137.5915263213,0.0839628001,1.0872717290
276,0.6244488978,137.5559136905,137.5559136905,137.5784209411,0.0376081574,1.0003704508
277,0.6234468938,137.5559136905,137.5559136905,137.5961233617,0.0693711189,1.0445560853
278,0.6224448898,137.5559136905,137.5559136905,137.5811396623,0.0694174669,0.9201638847
279,0.6214428858,137.5559136905,137.5559136905,137.5765177044,0.0431739668,0.8363235951
280,0.6204408818,137.5559136905,137.5559136905,137.5836358905,0.0974183927,0.7626396172
281,0.6194388778,137.5559136905,137.5559136905,137.5693285109,0.0265666972,0.7967074059
282,0.6184368737,137.5559136905,137.5559136905,137.5832955612,0.1230985513,0.6755688193
283,0.6174348697,137.5559136905,137.5559136905,137.5667955990,0.0224281585,0.6303269331
284,0.6164328657,137.5559136905,137.5559136905,137.5640899371,0.0151647979,0.7751314468
285,0.6154308617,137.5559136905,137.5559136905,137.5626738129,0.0139472904,0.7248792351
286,0.6144288577,137.5559136905,137.5559136905,137.5649149921,0.0183732485,0.6184478413
287,0.6134268537,137.5559136905,137.5559136905,137.5662566119,0.0340076425,0.5924903176
288,0.6124248497,137.5559136905,137.5559136905,137.5649662938,0.0340203251,0.6409143603
289,0.6114228457,137.5559136905,137.5559136905,137.5617255711,0.0136886600,0.5772773429
290,0.6104208417,137.5559136905,137.5559136905,137.5614836476,0.0203018228,0.5620957872
291,0.6094188377,137.5559136905,137.5559136905,137.5576435614,0.0039271030,0.5144114021
292,0.6084168337,137.5559136905,137.5559136905,137.5621330088,0.0238574773,0.5151008867
293,0.6074148297,137.5559136905,137.5559136905,137.5588360180,0.0074738052,0.5164299315
294,0.6064128257,137.5559136905,137.5559136905,137.5664124574,0.0391731791,0.5092725481
295,0.6054108216,137.5559136905,137.5559136905,137.5586831341,0.0080051680,0.5514102928
296,0.6044088176,137.5559136905,137.5559136905,137.5585476581,0.0068861930,0.4891641795
297,0.6034068136,137.5559136905,137.5559136905,137.5619388444,0.0307393550,0.4904990443
298,0.6024048096,137.5559136905,137.5559136905,137.5580914860,0.0057651839,0.4291882022
299,0.6014028056,137.5559136905,137.5559136905,137.5576060413,0.0053552207,0.4964277744
300,0.6004008016,137.5559136905,137.5559136905,137.5572815123,0.0036598493,0.4551464702
301,0.5993987976,137.5559136905,137.5559136905,137.5571311923,0.0035231378,0.4226391791
302,0.5983967936,137.5559136905,137.5559136905,137.5599625387,0.0176158155,0.4663534541
303,0.5973947896,137.5559136905,137.5559136905,137.5596516030,0.0115709961,0.4483608446
304,0.5963927856,137.5559136905,137.5559136905,137.5619907424,0.0203458338,0.5103750361
305,0.5953907816,137.5559136905,137.5559136905,137.5590338207,0.0145198471,0.4969203828
306,0.5943887776,137.5559136905,137.5559136905,137.5567982197,0.0026325872,0.4267783773
307,0.5933867735,137.5559136905,137.5559136905,137.5573837649,0.0046558575,0.3801184877
308,0.5923847695,137.5559136905,137.5559136905,137.5584349941,0.0082279270,0.4493542299
309,0.5913827655,137.5559136905,137.5559136905,137.5570867564,0.0058891586,0.4603624087
310,0.5903807615,137.5559136905,137.5559136905,137.5587651633,0.0093365173,0.3991971313
311,0.5893787575,137.5559136905,137.5559136905,137.5603509600,0.0156275514,0.4048471268
312,0.5883767535,137.5559136905,137.5559136905,137.5610764347,0.0181256823,0.4314317870
313,0.5873747495,137.5559136905,137.5559136905,137.5614261592,0.0213403377,0.4117326046
