iteration,inertia,gbest_fitness,iteration_best_fitness,mean_fitness,std_fitness,swarm_diversity
119,0.7817635271,159.9065396900,159.9065396900,160.5315834928,0.4353164427,8.0580093343
120,0.7807615230,159.9065396900,159.9299215516,160.5031048901,0.3920370361,8.0569015727
121,0.7797595190,159.9065396900,159.9150268106,160.4705780586,0.3399780680,7.4264910673
122,0.7787575150,159.8763671057,159.8763671057,160.4535172411,0.3862279623,7.7330747729
123,0.7777555110,159.8637522277,159.8637522277,160.5860993596,0.4624512597,8.4463904231
124,0.7767535070,159.8637522277,159.9443611538,160.4078609454,0.3510554445,8.3177501068
125,0.7757515030,159.8637522277,159.9169680603,160.4560463524,0.3864893214,8.2515724035
126,0.7747494990,159.8432545959,159.8432545959,160.4933087725,0.4401905987,7.8013341033
127,0.7737474950,159.8432545959,159.8781919646,160.4299035864,0.4389160271,7.6835850189
128,0.7727454910,159.8432545959,159.8728647347,160.3983836218,0.3453852001,7.7454710896
129,0.7717434870,159.8432545959,159.8497819447,160.3298536452,0.3908903504,7.4267677731
130,0.7707414830,159.8432545959,159.8436308508,160.3520035106,0.4353593559,7.1310175407
131,0.7697394790,159.8328467895,159.8328467895,160.4743753912,0.4700221818,7.1490732105
132,0.7687374749,159.8178836985,159.8178836985,160.3386028557,0.3734687645,6.8423537579
133,0.7677354709,159.8111406153,159.8111406153,160.3692030521,0.3275449371,7.6217286573
134,0.7667334669,159.8098901323,159.8098901323,160.3296108768,0.3498458530,7.0263929792
135,0.7657314629,159.8098901323,159.8794740113,160.4648503208,0.4567604453,7.1194369098
136,0.7647294589,159.8098901323,159.9062223686,160.3968168807,0.3946907562,6.9755180331
137,0.7637274549,159.8098901323,159.8166846875,160.2918475982,0.3264606377,7.4200814276
138,0.7627254509,159.8098901323,159.8276254250,160.3419530945,0.3697078084,7.0730199290
139,0.7617234469,159.8098901323,159.8851329336,160.3555372620,0.3109931170,6.4740068666
140,0.7607214429,159.8098901323,159.8553314850,160.3856746863,0.3848712845,6.6113073390
141,0.7597194389,159.8098901323,159.8216368409,160.2978803055,0.3297052100,6.7781829707
142,0.7587174349,159.8098901323,159.8499565332,160.3201558823,0.3824704379,6.7716065256
143,0.7577154309,159.8098901323,159.8441219026,160.2835560545,0.3415166094,6.3976163037
144,0.7567134269,159.8098901323,159.8566480728,160.3142030487,0.3190003575,5.8876992236
145,0.7557114228,159.8098901323,159.8325517904,160.2004939733,0.3070990139,5.9183974332
146,0.7547094188,159.7948424542,159.7948424542,160.1485296193,0.2434483856,5.9705635409
147,0.7537074148,159.7948424542,159.7968160818,160.2044794633,0.3660898440,5.8456063719
148,0.7527054108,159.7948424542,159.7989476352,160.2350183950,0.3714952801,5.7557335530
149,0.7517034068,159.7948424542,159.8251676900,160.1510022665,0.3042904757,5.3308841863
150,0.7507014028,159.7857461469,159.7857461469,160.1213955025,0.3256404540,5.3443731578
151,0.7496993988,159.7857461469,159.8076560262,160.1782458551,0.2364315461,5.0187076375
152,0.7486973948,159.7857461469,159.7929772621,160.1273788147,0.2728713030,4.9328541157
153,0.7476953908,159.7852768383,159.7852768383,160.1294320378,0.2525414468,5.1647767491
154,0.7466933868,159.7852768383,159.7969292461,160.0599287908,0.2390012529,5.0700744644
155,0.7456913828,159.7852342164,159.7852342164,160.0595766380,0.2222186369,4.6392203697
156,0.7446893788,159.7852342164,159.8015446401,160.0858393761,0.2699223350,4.6463853112
157,0.7436873747,159.7822044293,159.7822044293,160.0329290584,0.2286313426,4.4640868686
158,0.7426853707,159.7821985269,159.7821985269,160.0257348680,0.2913105715,4.4708244794
159,0.7416833667,159.7821985269,159.7880756897,160.0102946822,0.1666602417,4.1315322939
160,0.7406813627,159.7821985269,159.7836487516,160.0165045323,0.2022680424,4.2217292912
161,0.7396793587,159.7821985269,159.7830500516,160.0033932195,0.2085703694,4.3073113900
162,0.7386773547,159.7697465093,159.7697465093,160.1297804375,0.3357079263,4.0806625645
163,0.7376753507,159.7666238213,159.7666238213,160.0962019434,0.2862562785,3.8592091258
164,0.7366733467,159.7601090486,159.7601090486,159.9746498760,0.1769417032,3.8303689408
165,0.7356713427,159.7511676621,159.7511676621,159.9773237612,0.2383036812,3.9809865243
166,0.7346693387,159.7425367477,159.7425367477,159.9893029472,0.2960337970,4.0003050301
167,0.7336673347,159.7425367477,159.7444455329,160.0727393727,0.3481679175,3.8380864214
168,0.7326653307,159.7425367477,159.7431519528,160.0646974464,0.3292346454,3.8025404259
169,0.7316633267,159.7425367477,159.7426208618,159.9809276828,0.2402551540,3.7736297176
170,0.7306613226,159.7425367477,159.7456577044,159.9688643538,0.2307064144,3.7512290487
171,0.7296593186,159.7425367477,159.7426866616,160.0229927080,0.2641981511,3.7094087142
172,0.7286573146,159.7425045979,159.7425045979,159.9942765103,0.2493429597,3.5756308228
173,0.7276553106,159.7424813749,159.7424813749,159.9755559425,0.2478868504,3.4103765718
174,0.7266533066,159.7424813749,159.7453263369,159.9899322407,0.2865488826,3.2999010958
175,0.7256513026,159.7415541457,159.7415541457,159.9914317370,0.2960225178,3.3458757484
176,0.7246492986,159.7408944582,159.7408944582,159.9569715767,0.2220984717,3.0551357987
177,0.7236472946,159.7404170771,159.7404170771,159.9678002598,0.2416036077,3.0557293175
178,0.7226452906,159.7400720999,159.7400720999,159.9543274383,0.2251026498,2.8889532668
179,0.7216432866,159.7400720999,159.7409390335,159.9916342908,0.2265422382,2.8077667788
180,0.7206412826,159.7385695071,159.7385695071,159.9132198497,0.2074601462,2.6494894182
181,0.7196392786,159.7378136348,159.7378136348,159.9113579327,0.2037851156,2.5339580205
182,0.7186372745,159.7370483489,159.7370483489,159.8525992924,0.1086721421,2.4466296252
183,0.7176352705,159.7370483489,159.7377205763,159.9025026384,0.2203286002,2.5753894408
184,0.7166332665,159.7370483489,159.7370709653,159.9128149301,0.2292463062,2.4396881513
185,0.7156312625,159.7370431611,159.7370431611,159.9397589562,0.2580086233,2.3821614941
186,0.7146292585,159.7370423453,159.7370423453,159.8526393489,0.1581934947,2.6853365240
187,0.7136272545,159.7370276979,159.7370276979,159.8758087085,0.1670547121,2.9998417371
188,0.7126252505,159.7370243169,159.7370243169,159.8861625435,0.1823163666,2.6721654335
189,0.7116232465,159.7370229284,159.7370229284,159.8694168727,0.1979318744,2.8379929894
190,0.7106212425,159.7370016228,159.7370016228,159.8465804595,0.1380912471,3.2481694644
191,0.7096192385,159.7370016228,159.7370325576,159.8380060945,0.1158875928,3.4667641207
192,0.7086172345,159.7369856454,159.7369856454,159.8418957628,0.1301444900,2.9266007144
193,0.7076152305,159.7369856454,159.7369901007,159.8683389257,0.1609045032,2.9754901888
194,0.7066132265,159.7369836341,159.7369836341,159.8803317930,0.2027276538,2.9987971300
195,0.7056112224,159.7369803787,159.7369803787,159.8529669469,0.1435048509,3.0713981721
196,0.7046092184,159.7369803787,159.7369846086,159.8183425878,0.1084302409,2.8334472647
197,0.7036072144,159.7369689575,159.7369689575,159.8608569889,0.1489953837,3.0353872143
198,0.7026052104,159.7369498311,159.7369498311,159.8271862231,0.1078125304,2.8550308725
199,0.7016032064,159.7369403477,159.7369403477,159.8300517854,0.0979573648,3.2018234398
200,0.7006012024,159.7369069026,159.7369069026,159.8278711826,0.0927682915,3.4007310675
201,0.6995991984,159.7369069026,159.7369197714,159.8436618251,0.1108467090,3.1168964305
202,0.6985971944,159.7368747278,159.7368747278,159.8771235193,0.1366142355,3.0073594883
203,0.6975951904,159.7368054714,159.7368054714,159.9360417802,0.1952744479,3.2318987294
204,0.6965931864,159.7368054714,159.7374436284,160.0128858477,0.1858001035,3.4559113232
205,0.6955911824,159.7367183686,159.7367183686,159.9561557382,0.1462292069,3.5692509362
206,0.6945891784,159.7367183686,159.7412441653,160.0032013050,0.1751406706,3.6047926256
207,0.6935871743,159.7366470113,159.7366470113,159.9428369609,0.1521845107,3.5731330805
208,0.6925851703,159.7366470113,159.7424811712,159.9721358728,0.2102959176,3.3326867801
209,0.6915831663,159.7363875622,159.7363875622,159.9320935769,0.2019695118,3.8160653792
210,0.6905811623,159.7363875622,159.7406226470,159.9325183213,0.1640801522,3.7749196168
211,0.6895791583,159.7362413478,159.7362413478,159.9606700838,0.2177314116,3.9384156509
212,0.6885771543,159.7361727010,159.7361727010,159.9254146397,0.1880016113,3.8282647841
213,0.6875751503,159.7360818807,159.7360818807,159.9566406965,0.2267717592,3.5238731180
214,0.6865731463,159.7360818807,159.7361268766,160.0437144552,0.2589863796,3.8775627176
215,0.6855711423,159.7359322486,159.7359322486,159.9460861634,0.2199195680,3.8807894026
216,0.6845691383,159.7359322486,159.7361002358,159.8884636546,0.1614006342,3.7632842742
217,0.6835671343,159.7359322486,159.7359592441,159.9204607427,0.1849112264,3.5792712549
218,0.6825651303,159.7356131857,159.7356131857,160.0046568812,0.2479300833,3.6308551089
219,0.6815631263,159.7356131857,159.7360007180,159.9433193392,0.1773071390,3.6176863641
220,0.6805611222,159.7355423967,159.7355423967,159.8836716725,0.1487068759,3.6866015061
221,0.6795591182,159.7355423967,159.7356376406,159.9070366843,0.1601894797,3.6464372682
222,0.6785571142,159.7355423967,159.7380246368,159.9126622389,0.1449431389,3.7715922232
223,0.6775551102,159.7349532701,159.7349532701,159.9564618553,0.2036186476,3.5218282295
224,0.6765531062,159.7349532701,159.7436627918,159.9504843558,0.1821024982,3.5205831073
225,0.6755511022,159.7348972656,159.7348972656,159.9187528766,0.1755421726,3.7410384614
226,0.6745490982,159.7338401235,159.7338401235,159.8839105197,0.1222296932,4.8594171377
227,0.6735470942,159.7328622314,159.7328622314,159.9241197470,0.2025467601,5.1498182524
228,0.6725450902,159.7328030781,159.7328030781,160.0660147310,0.3417337412,4.7677745988
229,0.6715430862,159.7328030781,159.7333497806,160.0574983155,0.2949523388,4.0298429035
230,0.6705410822,159.7297811004,159.7297811004,159.9760613260,0.1832896310,4.0078902704
231,0.6695390782,159.7297811004,159.7304196280,160.0034416425,0.1750561601,4.0755411710
232,0.6685370741,159.7297811004,159.7368447806,159.9463222688,0.1842883874,4.0772730328
233,0.6675350701,159.7297171835,159.7297171835,160.0410190657,0.2896351398,3.5880931299
234,0.6665330661,159.7275941568,159.7275941568,159.9326437941,0.1455519330,3.6613795293
235,0.6655310621,159.7251056097,159.7251056097,159.9451755300,0.1944291238,4.7250780156
236,0.6645290581,159.7251056097,159.7352839433,160.0521776803,0.2408508720,4.5016357204
237,0.6635270541,159.7233193504,159.7233193504,160.0200187441,0.2423093543,4.6227851804
238,0.6625250501,159.7233193504,159.7252330971,159.9545064312,0.2241250621,4.7219293726
239,0.6615230461,159.7233193504,159.7235534794,159.9116967653,0.1791236753,4.7217421258
240,0.6605210421,159.7233193504,159.7313924058,159.9269312607,0.1647047248,4.5785533754
241,0.6595190381,159.7233193504,159.7355344667,159.8830450846,0.1323797456,4.4227280682
242,0.6585170341,159.7231058863,159.7231058863,159.9159562687,0.1901255922,5.3237197757
243,0.6575150301,159.7231058863,159.7237889302,160.0201445264,0.3085674745,4.3376603000
244,0.6565130261,159.7231058863,159.7243057889,159.9497861387,0.2030188659,4.2862972931
245,0.6555110220,159.7231058863,159.7246092514,159.8629917749,0.1206787621,4.0874854420
246,0.6545090180,159.7208498261,159.7208498261,159.8680854993,0.1206899291,4.4932500468
247,0.6535070140,159.7188634964,159.7188634964,159.8850735936,0.2096067627,4.4311851776
248,0.6525050100,159.7153368659,159.7153368659,160.0412800766,0.3078505907,5.3282921278
249,0.6515030060,159.7153368659,159.7329518369,160.0858081823,0.2792487584,4.6065294750
250,0.6505010020,159.7153368659,159.7221863148,160.0325690967,0.2169578941,4.7424268318
251,0.6494989980,159.7153368659,159.7184047040,159.9954150507,0.2302542719,4.5661151872
252,0.6484969940,159.7131380060,159.7131380060,159.9485909180,0.1799814412,4.5785709089
253,0.6474949900,159.7080753160,159.7080753160,159.9346668249,0.2205136838,5.1115428592
254,0.6464929860,159.7080753160,159.7087374024,159.8734897413,0.1478131051,4.6131276311
255,0.6454909820,159.7080753160,159.7141473672,159.8868889851,0.1918449148,4.6521151983
256,0.6444889780,159.7080753160,159.7126511448,159.8463709335,0.1248864462,4.7545106286
257,0.6434869739,159.7006308690,159.7006308690,159.8991105019,0.1852606556,4.6919843478
258,0.6424849699,159.7006308690,159.7008654242,159.8457528689,0.1369425741,4.5972169545
259,0.6414829659,159.6866673589,159.6866673589,159.8860203678,0.2089642485,4.4328752862
260,0.6404809619,159.6794943302,159.6794943302,159.8697334707,0.1749619569,4.4819262742
261,0.6394789579,159.6794943302,159.6818240070,159.7904974550,0.1139940482,4.1617278836
262,0.6384769539,159.6742755239,159.6742755239,159.8130978477,0.1309713404,4.1737395666
263,0.6374749499,159.6704951794,159.6704951794,159.8074695383,0.1567599296,3.7154812452
264,0.6364729459,159.6574212091,159.6574212091,159.8243601969,0.1868700333,3.5487279777
265,0.6354709419,159.6493797960,159.6493797960,159.8125284416,0.1742752044,3.9909256577
266,0.6344689379,159.6281923467,159.6281923467,159.8131971975,0.1984429387,4.1161799986
267,0.6334669339,159.6261023460,159.6261023460,159.9874394295,0.2732258476,4.3004203746
268,0.6324649299,159.6261023460,159.6428406753,159.9759038919,0.2977783732,4.1297314752
269,0.6314629259,159.6143451142,159.6143451142,159.8865385640,0.1871933481,4.4554816885
270,0.6304609218,159.5907818098,159.5907818098,159.9568915576,0.2468598087,4.6605807544
271,0.6294589178,159.5907818098,159.6001006248,159.8982644410,0.2189490690,4.2689557742
272,0.6284569138,159.5627010067,159.5627010067,159.9500254677,0.3836300970,4.9205030346
273,0.6274549098,159.5627010067,159.5702328138,159.9102267312,0.2773321525,4.6670585319
274,0.6264529058,159.5504270735,159.5504270735,159.8600814645,0.2533187833,4.2471357417
275,0.6254509018,159.5474824333,159.5474824333,159.8125511853,0.2284913819,4.0930823264
276,0.6244488978,159.5370984542,159.5370984542,159.7693799678,0.1898472726,4.3087293780
277,0.6234468938,159.5331803230,159.5331803230,159.8019387752,0.2555927488,4.5908751255
278,0.6224448898,159.5331803230,159.5424980284,159.8051947037,0.2447595137,4.3156964351
279,0.6214428858,159.5136086644,159.5136086644,159.7759539590,0.2108345835,3.9888587270
280,0.6204408818,159.5136086644,159.5202128519,159.7760832984,0.2180006713,4.0826134484
281,0.6194388778,159.5136086644,159.5153911397,159.6948684228,0.1587654901,3.7253675413
282,0.6184368737,159.5136086644,159.5194862402,159.6610066656,0.1453806457,3.5321680637
283,0.6174348697,159.5136086644,159.5160184338,159.6376566434,0.1425052273,3.1799340455
284,0.6164328657,159.5119493745,159.5119493745,159.6379769083,0.1487235004,2.8918058861
285,0.6154308617,159.5031660471,159.5031660471,159.6393783160,0.1565731082,2.4796952244
286,0.6144288577,159.5028971646,159.5028971646,159.6480347299,0.1351743428,2.5127572955
287,0.6134268537,159.4978287801,159.4978287801,159.6447379811,0.1446446612,2.2860723058
288,0.6124248497,159.4978287801,159.4997757921,159.5916538045,0.1109218428,2.1297778704
289,0.6114228457,159.4974921697,159.4974921697,159.6054291178,0.1183548925,2.0803990492
290,0.6104208417,159.4952895634,159.4952895634,159.5768442729,0.0977489100,1.9371887743
291,0.6094188377,159.4952895634,159.4955611023,159.6084714867,0.1049051222,1.9207502890
292,0.6084168337,159.4902739565,159.4902739565,159.5708272012,0.0913847792,1.8913555607
293,0.6074148297,159.4902739565,159.4908519337,159.6318589198,0.1340105550,1.7260289803
294,0.6064128257,159.4902739565,159.4926551389,159.6475027725,0.1239888014,1.7454057365
295,0.6054108216,159.4902739565,159.4905863024,159.5627805040,0.0932930466,1.7447221840
296,0.6044088176,159.4886713526,159.4886713526,159.5677498934,0.0891431850,1.6532362207
297,0.6034068136,159.4886713526,159.4910032369,159.5511990192,0.0954692089,1.4442071522
298,0.6024048096,159.4886713526,159.4890869052,159.5340518160,0.0696554925,1.3496914471
299,0.6014028056,159.4886713526,159.4889380264,159.5193106524,0.0504623580,1.1926121087
300,0.6004008016,159.4879553813,159.4879553813,159.5243812497,0.0773549258,1.0784827833
301,0.5993987976,159.4877586801,159.4877586801,159.5207482955,0.0674914699,0.9696026280
302,0.5983967936,159.4877586801,159.4877586801,159.5037556087,0.0345954799,0.8091312647
303,0.5973947896,159.4877586801,159.4877586801,159.5196057923,0.0869818031,0.8675798103
304,0.5963927856,159.4877586801,159.4877586801,159.5088775782,0.0588789308,0.7770003363
305,0.5953907816,159.4877586801,159.4877586801,159.5007885818,0.0464974074,0.6723171115
306,0.5943887776,159.4877586801,159.4877586801,159.4922913423,0.0081438200,0.6266089049
307,0.5933867735,159.4877586801,159.4877586801,159.4923543339,0.0113790746,0.5360472747
308,0.5923847695,159.4877586801,159.4877586801,159.4958403666,0.0254243094,0.4661720052
309,0.5913827655,159.4877586801,159.4877586801,159.4926959481,0.0241719812,0.3715172600
310,0.5903807615,159.4877586801,159.4877586801,159.4900020783,0.0051414637,0.3328041988
311,0.5893787575,159.4877586801,159.4877586801,159.4889724458,0.0026037040,0.3032052706
312,0.5883767535,159.4877586801,159.4877586801,159.4893396051,0.0037647487,0.2926409395
313,0.5873747495,159.4877586801,159.4877586801,159.4888386960,0.0026285029,0.2614345140
314,0.5863727455,159.4877586801,159.4877586801,159.4898234601,0.0073812386,0.2956189027
315,0.5853707415,159.4877586801,159.4877586801,159.4888670499,0.0035550184,0.2869864188
